ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (September 2020)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Southern,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,North,Tap Mun,Causeway Bay,Central,Mong Kok
,05,5,4,4,4*,4,4,4,4,3,4,5,5,4,4,4,4,5,5
,06,5,4,4,4*,4,3,4,4,3,3,4,5,4,3,4,4,5,5
,07,4,3,4,4*,4,3,4,4,3,3,4,4,4,3,3,4,5,5
,08,4,3,4,4*,4,3,4,4,3,4,4,4,4,3,3,4,5,5
,09,4,4,4,4*,4,4,4,4,3,4,4,4,4,3,4,5,5,5
,10,4,5,5,5*,4,5,4,4,4,5,4,5,4,4,4,5,6,5
,11,5,5,5,5*,5,5,5,5,5,5,5,5,5,5,5,6,6,5
,12,6,6,6,6*,5,6,5,7,6,6*,6,7,7,7,7,6,7,6
,13,7,7,6,6,7,7,6,7,8,7*,8,9,7,8,9,7,8,7
,14,8,8,6,6,8,7,7,7,10,8*,10,9,8,9,9,8,8,8
,15,8,8,7,6,8,8,7,6,10,9,10,9,7,8,9,8,8,8
,16,7,6,6,6,7,7,7,6,9,9,10,7,6,7,8,7,7,7
,17,7,5,6,6,6,6,6,6,7,8,8,7,6,7,7,6,7,7
,18,7,5,6,6,6,6,6,6,6,8,7,7,5,6,7,6,7,7
,19,7,5,6,6,7,6,6,6,6,7,7,6,5,6,7,6,7,7
,20,7,5,6,6,7,6,6,6,5,7,6,6,5,6,6,7,7,8
,21,7,4,6,6,7,6,5,6,5,6,6,5,5,5,5,6,7,7
,22,6,4,6,6,6,5,4,5,5,6,5,4,4,4,4,6,6,6
,23,6,4,6,5,5,5,4,5,5,6,5,4,4,4,4,6,6,6
,24,5,4,5,5,5,4,4,4,4,5,4,4,4,4,3,5,5,5
,Daily Max,8,8,7,6,8,8,7,7,10,9,10,9,8,9,9,8,8,8
2020-09-04,01,5,3,4,4,5,4,3,4,4,5,4,4,4,3,3,4,5,5
,02,5,3,4,4,5,4,3,4,3,4,4,3,3,3,3,4,5,5
,03,4,3,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,5
,04,4,3,4,4,4,3,3,3,3,4,3,3,3,3,3,4,4,5
,05,4,3,4,4,4,3,3,3,3,4,3,3,3,3,3,4,4,4
,06,4,3,4,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4
,07,4,3,4,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4
,08,4,3,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,5
,09,4,3,4,4,4,4,3,3,3,4,4,3,3,3,3,5,5,5
,10,4,4,4,5,4,4,4*,4,3,4,4,4,3,4,4,5,5,5
,11,4,4,4,5,4,5,4*,4,4,5*,4,5,4,4,4,5,5,5
,12,5,4,4,4,4,5,4*,5,4,5*,4,5,4,5,5,5,5,5
,13,5,4,4,4,5,5,4*,5,4,5*,5,5,4,5,5,5,5,5
,14,5,5,4,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5
,15,5,5,4,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5
,16,5,5,4,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5
,17,5,5,4,4,5,4,4,5,4,5,4,5,5,5,6,5,5,5
,18,4,5,4,4,5,4,4,5,4,4,4,5,5,5,6,5,5,5
,19,4,4,4,4,5,4,4,4,4,4,4,5,5,5,6,4,5,5
,20,4,4,4,4,5,4,4,4,3,4,4,5,5,5,5,4,5,5
,21,4,4,4,4,5,4,4,4,4,4,3,5,4,5,5,5,4,5
,22,5,4,4,4,5,4,4,4,4,4,3,5,4,5,5,5,5,5
,23,5,4,4,4,5,4,4,4,4,4,3,4,4,5,5,5,5,5
,24,5,4,4,4,5,4,4,4,4,4,3,4,4,5,5,5,5,5
,Daily Max,5,5,4,5,5,5,4,5,4,5,5,5,5,5,6,5,5,5
2020-09-05,01,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5
,02,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4
,03,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,04,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,05,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4
,06,4,4,4,4,4,3,3,4,3,4,3,4,4,4,3,4,4,4
,07,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4
,08,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4
,09,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,10,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4
,11,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,12,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4
,14,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,5,5
,15,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5
,16,4,5,4,4,4,4,4,4,3,4,4,5,4,4,5,5,5,6
,17,4,5,4,4,4,4,4,4,3,4,4,5,4,4,5,5,5,5
,18,4,5,4,4,4,4,4,4,3,4,4,5,4,4,5,5,4,5
,19,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,5,4,5
,20,4,4,4,4,4,4,4,4,3,4,3,5,4,4,5,5,5,5
,21,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,5,4,5
,22,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,5,4,4
,23,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4
,24,4,3,3,3,4,4,3,3,3,4,3,4,3,4,4,4,4,4
,Daily Max,4,5,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,6
2020-09-06,01,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,4
,02,4,3,3,3,4,3,3,3,2,3,3,4,3,3,3,4,4,4
,03,4,3,3,3,4,3,3,4,2,3,3,4,3,3,3,3,4,3
,04,4,3,3,3,4,3,3,3,2,3,3,3,2,3,2,3,3,3
,05,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3
,06,3,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,3,3
,07,3,2,3,3,3,3,2,3,2,3,2,3,2,2,2,3,3,4
,08,3,2,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,4
,09,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,4
,10,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4
,11,4,4,4,4,4,4,3,4,3,4,3,4,3,3,4,4,4,4
,12,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,13,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5
,14,5,5,5,4,5,4,4,4,4,5,4,5,4,4,4,4,4,5
,15,5,5,5,4,5,4,4,4,4,5,4,5,4,5,4,5,5,5
,16,4,5,5,4,5,4,4,4,4,4,4,5,4,5,5,4,5,5
,17,4,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4,5,5
,18,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5
,19,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5
,20,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,21,3,3,3,3,4,3,3,4,3,4,3,4,3,4,3,4,4,4
,22,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4
,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4
,24,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3
,Daily Max,5,5,5,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5
2020-09-07,01,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3
,02,3,2,3,3,3,3,2,3,2,3,3,3,2,2,2,3,3,3
,03,3,2,2,3,3,2,2,3,2,3,3,3,2,2,2,3,3,3
,04,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2
,09,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3
,10,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,4,3
,11,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,12,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3*
,13,3,2,2,2,3*,3,2,3,2,3,2,3,3,3,3,3*,3,3*
,14,2,2,2,2,3*,3,2,3,2,2,2,3,3,3,3,3*,3,3*
,15,2,3,2,2,2*,3,2,3,2,2,2,3,2,3,3,3*,3,3*
,16,2,3,2,2,2*,3,2,3*,2,3,2,3,2,3,2,3,3,3
,17,2,3,2,2,3,3,2,3*,2,3,2,3,2,2,2,3,3,3
,18,2,3,2,2,3,3,2,2*,2,3,2,2,2,2,2,3,3,3
,19,2,3,2,2,3,3,2,2*,2,3,2,2,2,2,2,3,3,3
,20,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,Daily Max,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,3
2020-09-08,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,03,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,04,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,05,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,12,2*,2,2,2*,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,13,2*,2,2,2*,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,14,2*,2,2,2*,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,15,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,16,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,17,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3
,18,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3
,19,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3
,20,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3
2020-09-09,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,*,2,2,2
,03,2,2,2,2,2,2,1,2,1,2,2,2,2,2,*,2,2,2
,04,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2
,07,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2
,08,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,*,3,3,3
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,*,3,3,3
,12,2,3,2,2,3,2,2*,2,2,2,2,2,2,3,*,3,3*,3
,13,3,3,2,2,3,3,2*,2,2,3,3,3,2,3*,*,3,3*,3
,14,3,3,2,3,3,3,3*,3,2,3,3,3,3,3*,3,4,3*,3
,15,3,3,2,3,3,3,3,3,2,3,2,3,3,3*,3,4,3*,3
,16,3,3,2,3,3,3,3,3,2,3,2,3,3,3*,,4,3,3
,17,3,3,2,3,3,3,3,3,2,3,2,3,3,3*,,3,3,3
,18,3,3,2,3,3,3,3,3,2,3,2,3,3,3*,,3,3,3
,19,3,3,3,3,3,3,3,3,2,3,2,3,3,3*,,3,4,4
,20,3,3,3,3,3,3,3,3,2,3,2,3,3,2*,1,3,4,4
,21,3,2,3,3,3,3,3,2,2,3,2,2,3,2*,1,3,4,3
,22,3,2,2,3,3,3,3,2,2,3,2,2,3,2*,1,3,3,3
,23,3,2,2,2,3,3,2,2,2,3,2,2,3,2*,1,3,3,3
,24,3,2,2,2,3,3,2,2,2,3,2,2,2,2*,1,3,3,3
,Daily Max,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4
2020-09-10,01,3,2,2,2,3,3,2,2,2,3,2,2,2,2*,1,3,3,3
,02,2,2,2,2,3,3,2*,2,2,2,2,2,2,2*,1,3,3,3
,03,2,2,2,2,3,3,2*,2,2,2,2,2,2,2*,1,3,3,3
,04,2*,2,2,2,3,2,2,2,2,2,2,2,2,2*,1,2*,3,3
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,2,3,3
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,2,3,3
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,2,3,3
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,3,3,3
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,3,3,3
,10,3,2,2,2,2,2,2,2,2,2,2,2,2,2*,2,3,3,3
,11,3,2,3,2,2,3,2,2,2,2,2,2,2,2*,2,3,3,3
,12,2,3,3,2,3,2*,2,2,2,2,2,2,2,2*,2,3,3,3
,13,2,3,2,2,3,2*,2,2,2,2,2,2,2,2*,2,3,3,3
,14,2,3,2,2,3,2,2,2,2,3,2,2,2,2*,2,3,3,3
,15,2,3,2,2,3,2,2,2,2,3,2,2,2,2*,2,3,3,3
,16,2,3,2,2,3,2,2,2,3,3,3,3,2,3*,2,3,3,3
,17,2,3,2,2,3,3,3,2,3,3,3,3,3,3*,2,3,3,3
,18,2,3,2,2,3,3,3,2,2,3,2,3,3,3*,1,3,3,3
,19,2,2,2,2,3,3,2,2,2,3,2,3,3,3*,1,3,3,3
,20,2,2,2,2,2,3,2,2,2,3,2,3,2,3*,1,3,3,3
,21,2,2,2,2,2,2,2,2,2,3,2,3,2,3*,1,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,3,2,2*,1,3,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,3,3,2
,Daily Max,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3
2020-09-11,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,2,3,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,2,3,2
,03,2,2,2,2,2,2,2,2,1,2,2,2,2,2*,1,2,2,2
,04,2,1,1,2,2,2,1,2,1,2,2,2,2,2*,1,2,2,2
,05,2,1,1,2,2,2,1,2,1,2,2,1,2,1*,1,2,2,2
,06,1,1,1,2,2,2,1,2,1,2,2,1,2,1*,1,2,2,2
,07,1,1,1,2,2,2,1,2,1,2,2,1,2,1*,1,2,2,2
,08,2,1,1,2,2,2,2,2,1,2,2,1,2,2*,1,2,2,2
,09,2,2,1,2,2,2,2,2,1,2,2,2,2,2*,1,2,2,2
,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2*,1,3,2,2
,11,2,2,2,2,2,2,2,2,2,2*,2,2,2,2*,1,3,3,2
,12,2,2,2,2,2,2,2,2,2,2*,2,2,2,2*,2,3,3,3
,13,2,2,2,2,2,2,2,2,2,2*,2,2,2,2*,2,3,3,3
,14,2,2,2,2,2,2,2,2,2,2*,2,2,2,2*,2,3,3,3
,15,2,2,2,2,2,2,2,2,2,2*,2,2,2,2*,2,3,3,3
,16,2,3,2,2,2,2,2,2,2,2*,2,3,2,2*,2,3,3,3
,17,2,3,2,2,2,3,2,2,2,2*,2,3,2,2*,2,3,3,3
,18,2,3,2,2,2,3,2,2,2,2*,2,2,2,2,2,3,3,3
,19,2,3,2,2,2,3,2,2,2,2*,2,2,2,2,2,3,3,3
,20,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,1,3,2,3
,21,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,1,3,2,3
,22,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,1,3,2,3
,23,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,1,3,2,2
,24,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,1,3,2,2
,Daily Max,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3
2020-09-12,01,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,02,2,2,2,2,2,2,2,2,1,2*,2,2,2,2,1,2,2,2
,03,2,2,1,2,2,2,2,2,1,2*,2,2,2,2,1,2,2,2
,04,1,2,1,1,2,2,1,2,1,2*,2,2,2,1,1,2,2,2
,05,1,1,1,1,2,2,1,1,1,2*,2,1,2,1,1,2,2,2
,06,1,1,1,1,2,2,1,1,1,2*,1,1,2,1,1,2,2,2
,07,1,2,1,2,2,2,1,1,1,2*,2,1,1,1,1,2,2,2
,08,2,2,1,2,2,2,1,2,1,2*,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,1,2,2,2
,10,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,3,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
,12,2,3,2,3,3,2,2,2,3,3,2,3,3,3,4,3,3,3
,13,3,3,2,3,3,3,3,3,3,4*,3,4,3,4,5,4,4,4
,14,4,3,3,3,4,4,4,3,4,5*,4,5,4,5,6,4,4,4
,15,4,3,3,3,4,4,4,3,4,5*,4,5,4,5,6,4,4,4
,16,4,3,3,3,4,4,4,4,4,5*,4,5,4,5,5,4,4,4
,17,3,3,3,4,4,3,3,4,4,5*,4,4,3,4,4,4,4,4
,18,4,2,3,4,4,3,3,3,4,4*,3,4,3,4,4,4,4,4
,19,4,2,3,4,4,3,3,4,3,4*,3,4,3,3,4,4,4,4
,20,4,2,3,4,4,3,3,4,3,4*,3,3,3,3,3,4,5,4
,21,4,2,3,4,4,3,3,4,3,4*,4,3,3,3,3,5,4,4
,22,4,3,3,4,4,3,3,4,3,4*,4,4,3,3,4,4,4,4
,23,4,3,3,4,4,4,3,4,3,4*,4,4,4,4,4,4,4,4
,24,4,4,3,4,4,4,3,4,3,4*,4,4,4,4,4,4,4,4
,Daily Max,4,4,3,4,4,4,4,4,4,5,4,5,4,5,6,5,5,4
2020-09-13,01,4,4,3,3,4,3,3,3,3,4*,3,3,4,3,4,4,4,4
,02,3,4,3,3,4,3,3,3,3,4*,3,3,3,3,3,3,3,4
,03,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,4
,04,3,3,3,3,3,3,2,3,3,3*,3,3,3,3,3,3,3,3
,05,3,3,2,3,3,3,2,3,2,3*,3,3,3,3,2,3,3,3
,06,3,2,2,2,3,2,2,2,2,3*,2,2,2,2,2,3,2,3
,07,3,2,2,2,3,2,2,2,2,3*,2,2,2,2,2,3,2,3
,08,3,2,2,2,3,2,2,2,2,3*,2,2,2,2,2,3,2,3
,09,3,3,2,3,3,2,2,2,2,3*,2,2,2,2,3,3,3,3
,10,3,3,3,3,3,3,2,3,3,3*,3,3,3,3,3,3,3,3
,11,3,4,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,4,3
,12,4,4,3,4,4,3,3,4,3,4*,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,3,4,4,5*,5,4,4,4,4,4,4,4
,14,4,4,4,4,4,4,4,4,4,5*,5,4,4,4,4,4,4,5
,15,4,4,4,4,4,4,4,4,4,6*,6,4,4,4,4,4,4,4
,16,4,4,4,4,4,4,3,4,4,5*,5,4,4,4,4,4,4,4
,17,4,4,4,4,4,4,3,4,4,5*,5,4,4,4,4,4,4,4
,18,4,4,4,4,4,3,3,4,3,4*,4,4,4,4,4,4,4,4
,19,4,4,3,4,4,3,3,4,3,4*,4,4,4,4,4,4,4,4
,20,3,4,3,3,4,3,3,4,3,4*,4,4,4,4,4,4,4,4
,21,3,3,3,4,4,3,3,4,3,3*,3,4,4,3,4,4,4,4
,22,3,4,4,4,4,3,3,4,3,3*,3,4,4,3,4,4,4,4
,23,4,4,4,4,4,3,3,4,3,3*,3,4,4,3,4,4,4,4
,24,4,4,4,4,4,4,3,4,3,3*,3,4,4,4,4,4,4,4
,Daily Max,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,4,4,5
2020-09-14,01,4,4,4,4,4,4,3,4,3,3*,4,4,4,4,3,4,4,4
,02,4,4,3,3,4,4,3,4,4*,4*,4,4,4,4,3,4,4,4
,03,3,3,3,3,3,3,3,4,3*,4*,3,3*,3,4,4,3,3,3
,04,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,4,3,3,3
,05,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,4,3,3,3
